"Section","Sub Section","Report Title","URL","Display Order"
"Budget Analysis Reports","2016 - 2017 Budget Analysis Reports","Zoological Society","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2016-2017/Zoological Society.pdf","117"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","36th District Court","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/36th District Court.pdf","118"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","Administrative Hearings","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/DAH.pdf","119"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","Airport","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/Airport.pdf","120"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","Board of Ethics","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/Board of Ethics.pdf","121"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","Board of Zoning Appeals","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/Zoning Appeals.pdf","122"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","Budget","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/Budget.pdf","123"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","Building Authority","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/Building Authority.pdf","124"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","Buildings, Safety, Engineering & Environmental","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/BSEED.pdf","125"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","City Clerk","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/City Clerk.pdf","126"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","City Council","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/City Council.pdf","127"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","Detroit Economic Growth Corporation","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/DEGC.pdf","128"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","Detroit Transportation Corporation","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/Detroit Transportion Corp..pdf","129"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","Detroit-Wayne County Port Authority","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/Port Authority.pdf","130"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","Eastern Market Corporation","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/Eastern Market.pdf","131"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","Elections, Department of","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/Elections.pdf","132"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","Finance","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/Finance.pdf","133"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","Fire Department","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/Fire Department.pdf","134"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","General Services","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/General Services.pdf","135"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","Health and Wellness Promotion","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/Health and Wellness Promotion.pdf","136"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","Historical","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/Historical.pdf","137"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","Housing & Revitalization","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/Housing and Revitalization.pdf","138"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","Human Resources","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/Human Resources.pdf","139"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","Human Rights","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/Human Rights.pdf","140"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","Information Technology Services Department","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/ITS.pdf","141"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","Inspector General","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/Inspector General.pdf","142"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","Law","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/Law.pdf","143"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","Library","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/Library.pdf","144"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","Mayor's Office","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/Mayor's Office.pdf","145"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","Municipal Parking Department","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/Municipal Parking.pdf","146"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","Museum of African American History","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/MAAH.pdf","147"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","Northwest Activities Center","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/Northwest Activities Center.pdf","148"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","Ombudsman, Office of the","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/Ombudsman.pdf","149"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","Planning & Development Department","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/Planning and Development Department.pdf","150"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","Public Lighting","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/Public Lighting Department.pdf","151"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","Public Works","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/DPW.pdf","152"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","Recreation","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/Recreation.pdf","153"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","Transportation","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/DOT.pdf","154"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","Water & Sewerage Department","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/Water and Sewerage.pdf","155"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","Zoological Society","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/Zoo.pdf","156"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","Health and Wellness Promotion","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/Health and Wellness Promotion.pdf","157"
"Budget Analysis Reports","2015 - 2016 Budget Analysis Reports","General Services","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/Budget Analysis Reports/2015 -2016/General Services.pdf","158"
"Contract Reviews","2018 Contract Reviews","October 16, 2018 Formal Session","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018 Contract Reviews/2018October16.pdf","159"
"Contract Reviews","2018 Contract Reviews","October 9, 2018 Formal Session","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018 Contract Reviews/2018October09.pdf","160"
"Contract Reviews","2018 Contract Reviews","October 2, 2018 Formal Session","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018 Contract Reviews/2018October02.pdf","161"
"Contract Reviews","2018 Contract Reviews","September 25, 2018 Formal Session","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018 Contract Reviews/2018September25.pdf","162"
"Contract Reviews","2018 Contract Reviews","September 18, 2018 Formal Session","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018 Contract Reviews/2018September18.pdf","163"
"Contract Reviews","2018 Contract Reviews","September 11, 2018 Formal Session","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018 Contract Reviews/2018September11.pdf","164"
"Contract Reviews","2018 Contract Reviews","September 4, 2018 Formal Session","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018 Contract Reviews/2018Sept4.pdf","165"
"Contract Reviews","2018 Contract Reviews","August 27, 2018 Recess","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018 Contract Reviews/2018August27Recess.pdf","166"
"Contract Reviews","2018 Contract Reviews","August 20, 2018 Recess - Addition","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018 Contract Reviews/2018August28Recess Addition.pdf","167"
"Contract Reviews","2018 Contract Reviews","August 21, 2018 Recess","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018 Contract Reviews/2018August20Recess.pdf","168"
"Contract Reviews","2018 Contract Reviews","August 13, 2018 Recess","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018 Contract Reviews/2018August13Recess.pdf","169"
"Contract Reviews","2018 Contract Reviews","August 7, 2018 Recess","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018 Contract Reviews/2018August06Recess.pdf","170"
"Contract Reviews","2018 Contract Reviews","July 24, 2018 Formal Session","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018 Contract Reviews/2018July24.pdf","171"
"Contract Reviews","2018 Contract Reviews","July 17, 2018 Formal Session","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018 Contract Reviews/2018July17.pdf","172"
"Contract Reviews","2018 Contract Reviews","July 10, 2018 Formal Session","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018 Contract Reviews/2018July10.pdf","173"
"Contract Reviews","2018 Contract Reviews","July 3, 2018 Formal Session","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018 Contract Reviews/2018July03.pdf","174"
"Contract Reviews","2018 Contract Reviews","June 26, 2018 Formal Session","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018 Contract Reviews/2018June26.pdf","175"
"Contract Reviews","2018 Contract Reviews","June 19, 2018 Formal Session","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018 Contract Reviews/2018June19.pdf","176"
"Contract Reviews","2018 Contract Reviews","June 13, 2018 Formal Session","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018 Contract Reviews/2018June12.pdf","177"
"Contract Reviews","2018 Contract Reviews","June 5, 2018 Formal Session","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018 Contract Reviews/2018June05.pdf","178"
"Contract Reviews","2018 Contract Reviews","May 22, 2018 Formal Session","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2018 Contract Reviews/2018May22.pdf","179"
